aa,3494,4.7441313065835925e-05
ab,77234,0.0010486784125148174
ac,243655,0.003308332322569048
ad,124166,0.001685918167754031
ae,7677,0.00010423782495890739
af,29602,0.0004019341011376288
ag,99843,0.0013556619978340747
ah,9444,0.00012823004023862464
ai,298625,0.004054711538146896
aj,11131,0.00015113602053114475
ak,101728,0.0013812564097199077
al,336618,0.004570578111504167
am,163946,0.0022260485151378183
an,533697,0.007246504424527028
ao,2495,3.38769536632114e-05
ap,69731,0.0009468031486530639
aq,1345,1.826232572225224e-05
ar,556929,0.007561947064809084
as,274830,0.0037316245191424406
at,611432,0.008301985383649168
au,69666,0.0009459205827259662
av,179044,0.0024310482130966023
aw,18802,0.00025529237786601236
ax,5655,7.67832356574992e-05
ay,98454,0.001336802242868864
az,11884,0.000161360207348138
ba,48341,0.0006563710689512234
bb,8978,0.0001219027214382012
bc,969,1.3157021282425591e-05
bd,1334,1.811296841151263e-05
be,78309,0.0010632746951552792
bf,105,1.4256834206962714e-06
bg,105,1.4256834206962714e-06
bh,861,1.1690604049709427e-05
bi,38528,0.0005231307698341518
bj,4021,5.4596886043997216e-05
bk,115,1.5614627940959165e-06
bl,112568,0.0015284412504851228
bm,2118,2.875807128604479e-05
bn,486,6.598877547222742e-06
bo,79987,0.0010860584740117396
bp,446,6.055760053624163e-06
bq,10,1.357793733996449e-07
br,24032,0.0003263049901540266
bs,15744,0.00021377104548040094
bt,3109,4.22138071899496e-05
bu,23154,0.0003143835611695378
bv,2246,3.0496047265560244e-05
bw,1093,1.4840685512581187e-05
bx,8,1.0862349871971593e-07
by,1759,2.388359178099754e-05
bz,37,5.023836815786862e-07
ca,164706,0.0022363677475161913
cb,457,6.205117364363772e-06
cc,58060,0.0007883350419583383
cd,1289,1.7501961231214227e-05
ce,194123,0.0026357899302459267
cf,228,3.0957697135119037e-06
cg,859,1.1663448175029498e-05
ch,114911,0.0015602543576726596
ci,161328,0.002190501475181791
cj,25,3.394484334991123e-07
ck,69018,0.0009371220793296692
cl,49103,0.0006667174572042763
cm,1012,1.3740872588044064e-05
cn,596,8.092450654618836e-06
co,128079,0.001739048636565312
cp,421,5.71631162012505e-06
cq,3074,4.173857938305084e-05
cr,60344,0.0008193470508428172
cs,694,9.423088513935355e-06
ct,207638,0.0028192957533955468
cu,65563,0.0008902103058200919
cv,102,1.384949608676378e-06
cw,120,1.6293524807957388e-06
cx,7,9.504556137975143e-08
cy,2416,3.2804296613354205e-05
cz,211,2.8649447787325076e-06
da,110380,0.0014987327235852805
db,2697,3.661969700588423e-05
dc,3747,5.087653121284694e-05
dd,38326,0.000520388026491479
de,304247,0.004131046701872176
df,3102,4.211876162856985e-05
dg,18112,0.00024592360110143685
dh,3990,5.417596998645832e-05
di,189562,0.0025738609580383486
dj,2258,3.065898251363982e-05
dk,571,7.753002221119723e-06
dl,24983,0.0003392176085643329
dm,13332,0.00018102106061640657
dn,23109,0.0003137725539892394
do,38427,0.0005217593981628154
dp,1260,1.7108201048355257e-05
dq,741,1.0061251568913688e-05
dr,27826,0.0003778196844218519
ds,7266,9.865729271218198e-05
dt,966,1.3116287470405698e-05
du,57926,0.000786515598354783
dv,14669,0.0001991747628399391
dw,5617,7.626727403858054e-05
dx,17,2.3082493477939634e-07
dy,2307,3.132430144329808e-05
dz,385,5.227505875886329e-06
ea,536113,0.007279308721140383
eb,32486,0.0004410928724260864
ec,318017,0.0043180148990434875
ed,103630,0.00140708164654052
ee,255633,0.0034709688560271425
ef,76115,0.0010334847006313972
eg,81495,0.0011065340035204061
eh,20747,0.00028170146599224325
ei,127698,0.0017338754424387854
ej,2726,3.70134571887432e-05
ek,17118,0.00023242713138551215
el,297367,0.004037630492973221
em,184011,0.002498489827864206
en,654717,0.008889706401409531
eo,69299,0.0009409374797221992
ep,102939,0.0013976992918386046
eq,16266,0.0002208587287718624
er,866676,0.011767672422051064
es,447004,0.006069392302713487
et,195204,0.0026504676805104285
eu,10145,0.00013774817431393976
ev,116981,0.001588360687966386
ew,38279,0.0005197498634365007
ex,25071,0.0003404124670502497
ey,18282,0.0002482318504492308
ez,2965,4.025858421299471e-05
fa,13732,0.00018645223555239238
fb,104,1.412105483356307e-06
fc,492,6.680345171262529e-06
fd,144,1.9552229769548868e-06
fe,88112,0.001196379214898951
ff,94293,0.0012803044455972717
fg,937,1.2722527287546728e-05
fh,81,1.0998129245371236e-06
fi,92081,0.0012502700482012702
fj,13,1.7651318541953838e-07
fk,49,6.6531892965826e-07
fl,12033,0.00016338332001179272
fm,301,4.086959139329311e-06
fn,115,1.5614627940959165e-06
fo,69113,0.0009384119833769658
fp,201,2.7291654053328626e-06
fq,23,3.1229255881918326e-07
fr,13458,0.0001827318807212421
fs,1298,1.7624162667273907e-05
ft,55642,0.0007555035894703042
fu,25411,0.0003450289657458377
fv,19,2.5798080945932533e-07
fw,257,3.489529896370874e-06
fx,7,9.504556137975143e-08
fy,1858,2.5227807577654022e-05
fz,34,4.616498695587927e-07
ga,83805,0.0011378990387757241
gb,2267,3.0781183949699496e-05
gc,247,3.353750522971229e-06
gd,1304,1.7705630291313696e-05
ge,142596,0.0019361595529295765
gf,924,1.2546014102127189e-05
gg,20795,0.0002823532069845616
gh,115320,0.001565807734044705
gi,71960,0.0009770683709838448
gj,50,6.788968669982246e-07
gk,285,3.8697121418898796e-06
gl,23792,0.00032304628519243516
gm,2827,3.8384828860079615e-05
gn,27641,0.0003753077660139585
go,15125,0.0002053663022669629
gp,302,4.100537076669276e-06
gq,50,6.788968669982246e-07
gr,45601,0.0006191675206397207
gs,3728,5.0618550403387617e-05
gt,8507,0.00011550751295107791
gu,35324,0.00047962705859690564
gv,94,1.276326109956662e-06
gw,1318,1.7895721414073198e-05
gx,47,6.38163054978331e-07
gy,1304,1.7705630291313696e-05
gz,109,1.4799951700561293e-06
ha,442168,0.006003729397737419
hb,4755,6.456309205153115e-05
hc,2376,3.226117911975563e-05
hd,3757,5.101231058624659e-05
he,535385,0.007269423982756889
hf,1267,1.7203246609735008e-05
hg,248,3.3673284603111934e-06
hh,616,8.364009401418126e-06
hi,352549,0.004786888231267141
hj,76,1.0319232378373013e-06
hk,375,5.091726502486684e-06
hl,10897,0.00014795878319359305
hm,6577,8.930209388494645e-05
hn,12649,0.00017174732941321083
ho,198623,0.002696890648275767
hp,524,7.114839166141393e-06
hq,323,4.38567376080853e-06
hr,59985,0.00081447257133777
hs,1140,1.5478848567559518e-05
ht,26582,0.0003609287303709361
hu,24318,0.0003301882802332565
hv,433,5.879246868204624e-06
hw,4112,5.5832478341933985e-05
hx,11,1.493573107396094e-07
hy,5293,7.186802234043205e-05
hz,24,3.2587049615914774e-07
ia,158620,0.0021537324208651676
ib,46676,0.0006337638032801826
ic,362757,0.004925491815633499
id,178497,0.0024236210813716416
ie,235940,0.003203578535991222
if,79085,0.0010738111745310917
ig,180107,0.0024454815604889844
ih,1807,2.4535332773315832e-05
ii,849,1.1527668801629852e-05
ij,2962,4.021785040097482e-05
ik,52426,0.0007118369429849784
il,346943,0.0047107703145393
im,130888,0.0017771890625532722
in,1144666,0.015542203223187794
io,444075,0.006029622524244731
ip,35920,0.0004877195092515245
iq,4495,6.1032828343140385e-05
ir,176261,0.002393260813479481
is,310450,0.004215270647191976
it,545951,0.0074128884686909535
iu,6729,9.136594036062105e-05
iv,192020,0.0026072355280199813
iw,1467,1.9918834077727907e-05
ix,4574,6.210548539299758e-05
iy,1893,2.570303538455278e-05
iz,35737,0.00048523474671831096
ja,4674,6.346327912699403e-05
jb,24,3.2587049615914774e-07
jc,72,9.776114884774434e-07
jd,57,7.739424283779759e-07
je,15112,0.00020518978908154337
jf,7,9.504556137975143e-08
jg,21,2.851366841392543e-07
jh,57,7.739424283779759e-07
ji,2478,3.3646128728432e-05
jj,79,1.0726570498571947e-06
jk,78,1.0590791125172303e-06
jl,40,5.431174935985796e-07
jm,44,5.974292429584376e-07
jn,105,1.4256834206962714e-06
jo,12687,0.0001722632910321295
jp,287,3.896868016569808e-06
jr,192,2.606963969273182e-06
js,36,4.888057442387217e-07
jt,45,6.11007180298402e-07
ju,7798,0.0001058807553770431
jv,7,9.504556137975143e-08
jw,40,5.431174935985796e-07
jx,2,2.7155874679928982e-08
jy,71,9.640335511374788e-07
jz,9,1.2220143605968042e-07
ka,11458,0.00015557600604131314
kb,881,1.1962162796508716e-05
kc,407,5.526220497365548e-06
kd,6509,8.837879414582886e-05
ke,118712,0.0016118640975018646
kf,2228,3.0251644393440885e-05
kg,1166,1.5831874938398595e-05
kh,2520,3.4216402096710514e-05
ki,71238,0.0009672651002243903
kj,250,3.3944843349911226e-06
kk,983,1.3347112405185094e-05
kl,11540,0.00015668939690319022
