aaa,371,6.117767990228457e-06
aab,66,1.0883360845150355e-06
aac,37,6.101278049553987e-07
aad,199,3.2814981942195766e-06
aae,3,4.94698220234107e-08
aaf,2002,3.301286123028941e-05
aag,100,1.6489940674470235e-06
aah,2563,4.226371794866721e-05
aai,66,1.0883360845150355e-06
aaj,25,4.122485168617559e-07
aak,167,2.753820092636529e-06
aal,1116,1.8402773792708783e-05
aam,198,3.265008253545106e-06
aan,105802,0.0017446687032402998
aao,2,3.297988134894047e-08
aap,209,3.446397600964279e-06
aaq,3,4.94698220234107e-08
aar,650,1.0718461438405652e-05
aas,227,3.743216533104743e-06
aat,74598,0.0012301165944341305
aau,36,5.936378642809285e-07
aav,10,1.6489940674470233e-07
aaw,18,2.9681893214046424e-07
aay,63,1.0388662624916248e-06
aaz,10,1.6489940674470233e-07
aba,47222,0.0007786879785298334
abb,445,7.338023600139254e-06
abc,196,3.2320283721961658e-06
abd,3404,5.6131758055896675e-05
abe,6571,0.00010835540017194391
abf,134,2.2096520503790114e-06
abg,115,1.896343177564077e-06
abh,340,5.60657982931988e-06
abi,19229,0.0003170850692293881
abj,12,1.978792880936428e-07
abk,5546,9.145321098061192e-05
abl,1166,1.9227270826432292e-05
abm,36,5.936378642809285e-07
abn,1334,2.1997580859743293e-05
abo,6820,0.00011246139539988699
abp,60,9.89396440468214e-07
abq,5,8.244970337235117e-08
abr,4796,7.908575547475924e-05
abs,1239,2.043103649566862e-05
abt,9063,0.00014944833233272373
abu,47660,0.0007859105725452514
abw,126,2.0777325249832497e-06
abx,2,3.297988134894047e-08
aby,433,7.140144312045611e-06
abz,8,1.3191952539576188e-07
aca,20973,0.0003458435257656642
acb,49,8.080070930490414e-07
acc,356,5.870418880111403e-06
acd,22,3.6277869483834514e-07
ace,6878,0.00011341781195900627
acf,11,1.8138934741917257e-07
acg,7,1.1542958472129164e-07
ach,4728,7.796443950889526e-05
aci,2274,3.749812509374531e-05
acj,1,1.6489940674470235e-08
ack,3682,6.0715961563399404e-05
acl,124,2.0447526436343092e-06
acm,22,3.6277869483834514e-07
acn,22,3.6277869483834514e-07
aco,1975,3.256763283207871e-05
acp,26,4.287384575362261e-07
acq,81,1.335685194632089e-06
acr,365,6.018828346181635e-06
acs,40,6.595976269788093e-07
act,1209,1.9936338275434513e-05
acu,2218,3.657468841597498e-05
acv,5,8.244970337235117e-08
acw,1,1.6489940674470235e-08
acx,9,1.4840946607023212e-07
acy,93,1.5335644827257318e-06
acz,7,1.1542958472129164e-07
ada,344196,0.005675771620389957
adb,285,4.6996330922240165e-06
adc,97,1.5995242454236127e-06
add,588,9.696085116588497e-06
ade,9712,0.00016015030383045493
adf,23,3.792686355128154e-07
adg,200,3.297988134894047e-06
adh,3081,5.0805507218042794e-05
adi,147350,0.002429792758383189
adj,1388,2.2888037656164684e-05
adk,36,5.936378642809285e-07
adl,843,1.3901019988578407e-05
adm,1960,3.232028372196166e-05
adn,513,8.45933956600323e-06
ado,2602,4.290682563497155e-05
adp,75,1.2367455505852676e-06
adq,3,4.94698220234107e-08
adr,3980,6.562996388439154e-05
ads,197,3.248518312870636e-06
adt,30,4.94698220234107e-07
adu,6006,9.903858369086823e-05
adv,561,9.250856718377802e-06
adw,4315,7.115409401033905e-05
ady,811,1.337334188699536e-05
adz,578,9.531185709843795e-06
aea,47,7.75027211700101e-07
aeb,70,1.1542958472129163e-06
aec,25,4.122485168617559e-07
aed,438,7.2225940154179626e-06
aee,28,4.6171833888516657e-07
aef,262,4.320364456711201e-06
aeg,100,1.6489940674470235e-06
aeh,48,7.915171523745712e-07
aei,31,5.111881609085773e-07
aej,17,2.80328991465994e-07
aek,243,4.007055583896267e-06
ael,2059,3.395278784873421e-05
aem,181,2.9846792620791124e-06
aen,884,1.4577107556231687e-05
aeo,43,7.090674490022201e-07
aep,76,1.2532354912597378e-06
aeq,1,1.6489940674470235e-08
aer,18384,0.0003031510693594608
aes,477,7.865701701722301e-06
aet,477,7.865701701722301e-06
aeu,46,7.585372710256308e-07
aev,85,1.40164495732997e-06
aew,56,9.234366777703331e-07
aex,6,9.89396440468214e-08
aey,66,1.0883360845150355e-06
aez,18,2.9681893214046424e-07
afa,2751,4.536382679546761e-05
afb,31,5.111881609085773e-07
afc,242,3.990565643221797e-06
afd,62,1.0223763218171546e-06
afe,1768,2.9154215112463374e-05
aff,2398,3.954287773737962e-05
afg,307,5.062411787062362e-06
afh,34,5.60657982931988e-07
afi,3346,5.51753414967774e-05
afj,5,8.244970337235117e-08
afk,494,8.146030693188296e-06
afl,163,2.687860329938648e-06
afm,9,1.4840946607023212e-07
afn,192,3.166068609498285e-06
afo,446,7.354513540813724e-06
afp,274,4.5182437448048444e-06
afq,1,1.6489940674470235e-08
afr,1458,2.40423335033776e-05
afs,579,9.547675650518266e-06
aft,6736,0.0001110762403832315
afu,107,1.764423652168315e-06
afv,1,1.6489940674470235e-08
afw,20,3.2979881348940466e-07
afx,2,3.297988134894047e-08
afy,5,8.244970337235117e-08
afz,5,8.244970337235117e-08
aga,136558,0.002251833318624306
agb,18,2.9681893214046424e-07
agc,3,4.94698220234107e-08
agd,62,1.0223763218171546e-06
age,8615,0.00014206083891056106
agf,15,2.473491101170535e-07
agg,281,4.633673329526136e-06
agh,455,7.502923006883956e-06
agi,76148,0.0012556760024795594
agj,22,3.6277869483834514e-07
agk,69,1.1378059065384461e-06
agl,354,5.837438998762463e-06
agm,119,1.962302940261958e-06
agn,1965,3.240273342533401e-05
ago,2700,4.452283982106963e-05
agp,46,7.585372710256308e-07
agq,1,1.6489940674470235e-08
agr,6103,0.00010063810793629184
ags,174,2.8692496773578207e-06
agt,38,6.266177456298689e-07
agu,25329,0.00041767370734365655
agv,4,6.595976269788094e-08
agw,16,2.6383905079152376e-07
agy,163,2.687860329938648e-06
agz,1,1.6489940674470235e-08
aha,134794,0.002222745063274541
ahb,300,4.94698220234107e-06
ahc,100,1.6489940674470235e-06
ahd,569,9.382776243773564e-06
ahe,1003,1.6539410496493644e-05
ahf,1280,2.11071240633219e-05
ahg,708,1.1674877997524926e-05
ahh,63,1.0388662624916248e-06
ahi,10266,0.00016928573096411143
ahj,517,8.525299328701112e-06
ahk,35229,0.0005809241200209119
ahl,4460,7.354513540813725e-05
ahm,6637,0.00010944373625645895
ahn,12367,0.0002039310963211734
aho,786,1.2961093370133604e-05
ahp,410,6.760875676532796e-06
ahq,2,3.297988134894047e-08
ahr,6335,0.00010446377417276893
ahs,566,9.333306421750153e-06
aht,2138,3.525549316201736e-05
ahu,78137,0.0012884744944810806
ahv,6,9.89396440468214e-08
ahw,30132,0.0004968748924031371
ahy,3105,5.120126579423008e-05
ahz,29,4.782082795596368e-07
aia,10354,0.00017073684574346482
aib,613,1.0108333633450254e-05
aic,107,1.764423652168315e-06
aid,2504,4.129081144887347e-05
aie,29,4.782082795596368e-07
aif,751,1.2383945446527147e-05
aig,193,3.1825585501727554e-06
aih,4807,7.926714482217842e-05
aii,95,1.5665443640746723e-06
aij,340,5.60657982931988e-06
aik,59750,0.0009852739552995964
ail,4766,7.859105725452514e-05
aim,12620,0.00020810305131181435
ain,91612,0.001510676445069567
aio,87,1.4346248386789103e-06
aip,419,6.909285142603028e-06
aiq,25,4.122485168617559e-07
air,19213,0.0003168212301785966
ais,2082,3.433205648424703e-05
ait,25595,0.00042206003156306567
aiu,16,2.6383905079152376e-07
aiv,8,1.3191952539576188e-07
aiw,631,1.0405152565590718e-05
aix,12,1.978792880936428e-07
aiy,121,1.9952828216108984e-06
aiz,287,4.732612973572957e-06
aja,59186,0.0009759736287591953
ajb,22,3.6277869483834514e-07
ajc,6,9.89396440468214e-08
ajd,55,9.069467370958629e-07
aje,5581,9.203035890421838e-05
ajh,16,2.6383905079152376e-07
aji,15212,0.0002508449775400412
ajj,63,1.0388662624916248e-06
ajk,16,2.6383905079152376e-07
ajl,23,3.792686355128154e-07
ajm,30,4.94698220234107e-07
ajn,15,2.473491101170535e-07
ajo,757,1.2482885090573968e-05
ajp,79,1.3027053132831484e-06
ajr,310,5.111881609085773e-06
ajs,23,3.792686355128154e-07
ajt,20,3.2979881348940466e-07
aju,11678,0.0001925695271964634
ajv,1,1.6489940674470235e-08
ajw,296,4.8810224396431895e-06
ajx,1,1.6489940674470235e-08
ajy,7,1.1542958472129164e-07
aka,392762,0.006476622079186278
akb,4185,6.901040172265792e-05
akc,52,8.574769150724522e-07
akd,312,5.144861490434713e-06
ake,10400,0.00017149538301449043
akf,40,6.595976269788093e-07
akg,39,6.431076863043391e-07
akh,29223,0.0004818855363300437
aki,65643,0.0010824491756942496
akj,400,6.595976269788094e-06
akk,2953,4.86947948117106e-05
akl,2442,4.026843512705631e-05
akm,1020,1.681973948795964e-05
akn,32227,0.0005314213181161523
ako,4940,8.146030693188295e-05
akp,2159,3.560178191618124e-05
akr,2667,4.3978671778812114e-05
aks,58124,0.0009584613117629079
akt,42653,0.0007033454395881789
aku,124893,0.002059478160656611
akv,5,8.244970337235117e-08
